Id,Input_1,Input_2,Input_3,Input_4,Sentence,Answer,No_ordering
zSpewm,zSpewm_awl.jpg,zSpewm_bin.jpg,zSpewm_geh.jpg,zSpewm_odt.jpg, The man in the dark green shirt places a strap and link to the climbing wall and loops a rope through the clip.,"[4, 2, 1, 3]",False
ijFDcH,ijFDcH_drq.jpg,ijFDcH_iaf.jpg,ijFDcH_kch.jpg,ijFDcH_yps.jpg,A person's hands are seen cutting a piece of paper with scissors and then wrapping a box with paper.,"[4, 2, 1, 3]",False
Q5wvrr,Q5wvrr_bdx.jpg,Q5wvrr_ixr.jpg,Q5wvrr_jon.jpg,Q5wvrr_ykj.jpg, In the end she falls to the ground with the hoop still in her hands.,"[2, 3, 4, 1]",False
mrGt7z,mrGt7z_dxj.jpg,mrGt7z_gnd.jpg,mrGt7z_odi.jpg,mrGt7z_put.jpg,"A man arranges pool balls on a table, transitioning to a dark screen with text, then another person turns away in a dimly lit room, followed by someone raising a cue in celebration near a pool table.","[3, 4, 1, 2]",False
Us2i8q,Us2i8q_bnv.jpg,Us2i8q_ikr.jpg,Us2i8q_jgh.jpg,Us2i8q_kqz.jpg,"The person holds a bearing, then moves to a tool, begins to twist it, and finally examines the bearing closely while placing it down.","[1, 4, 3, 2]",False
sb8H7O,sb8H7O_txe.jpg,sb8H7O_vko.jpg,sb8H7O_xmj.jpg,sb8H7O_yno.jpg, She is hitting a red pinata in front of her.,"[4, 2, 1, 3]",False
1yx2k0,1yx2k0_bew.jpg,1yx2k0_elp.jpg,1yx2k0_gut.jpg,1yx2k0_xum.jpg,"The cloth moves from the box to the shoe as polish is applied, then the box transitions from the man in the gray shirt to the other man's hands as they discuss and examine it closely.","[3, 1, 2, 4]",False
fytYre,fytYre_gfj.jpg,fytYre_rft.jpg,fytYre_sip.jpg,fytYre_wzh.jpg,"The individual sits on the rowing machine, then begins to row while others observe nearby. Afterward, he continues to demonstrate the rowing technique.","[3, 2, 1, 4]",False
EKB8hT,EKB8hT_fnu.jpg,EKB8hT_gst.jpg,EKB8hT_kmj.jpg,EKB8hT_nle.jpg,"A surfer rides a wave with the camera zooming in slightly, then moves left across the wave, turning the board counter-clockwise as the camera continues to zoom in.","[3, 1, 2, 4]",False
nP1I5r,nP1I5r_azr.jpg,nP1I5r_blv.jpg,nP1I5r_fef.jpg,nP1I5r_ssf.jpg,"The man plays the accordion, then text promotes accordion lessons on a black background; the view shifts to text about coaching, transitioning to a kneeling individual holding a rod upright.","[1, 2, 3, 4]",True
Lza4MH,Lza4MH_hqf.jpg,Lza4MH_ipl.jpg,Lza4MH_mpj.jpg,Lza4MH_uzl.jpg,"The scene transitions from snowboarders outdoors to an indoor fireplace setting, then shifts to a young man who gains a blindfold and starts solving a Rubik's Cube as a timer begins.","[1, 2, 3, 4]",True
MMrTa7,MMrTa7_erm.jpg,MMrTa7_lfs.jpg,MMrTa7_poa.jpg,MMrTa7_tby.jpg,"The man raises the object in his left hand while approaching the pile of sticks, then examines another object closely, slicing it with a knife as he leans forward, with a slight zoom out.","[4, 3, 2, 1]",False
OjWklM,OjWklM_awj.jpg,OjWklM_fxa.jpg,OjWklM_ukp.jpg,OjWklM_uqt.jpg,"The scene shifts from an upside-down view of a person revealing a bridge and someone preparing to jump, to a surfer looking up, then crouching on the board as water splashes around.","[1, 4, 2, 3]",False
SbgVMV,SbgVMV_hvp.jpg,SbgVMV_myd.jpg,SbgVMV_rra.jpg,SbgVMV_yqt.jpg,"The scene transitions from a close-up of a bike wheel outdoors to a person sitting indoors at a table, then shifts to a man facing left towards a mirror with text above about shaving technique.","[2, 4, 3, 1]",False
HqCtDK,HqCtDK_gsi.jpg,HqCtDK_kkx.jpg,HqCtDK_rgl.jpg,HqCtDK_rvy.jpg,"A young woman is practicing on a track and field track, sprinting and high jumping over a high bar and landing on her feet while three men in the background are watching her practice.","[3, 1, 4, 2]",False
IEKRZZ,IEKRZZ_bul.jpg,IEKRZZ_dys.jpg,IEKRZZ_orm.jpg,IEKRZZ_tfx.jpg, the kid put a white sneaker on the table and spread the cleaner on the sole and clean it with a cloth.,"[3, 4, 2, 1]",False
zKh23K,zKh23K_gnt.jpg,zKh23K_mkz.jpg,zKh23K_pba.jpg,zKh23K_qvb.jpg,"The athlete transitions from sitting in a sand pit to walking away, while the gymnast shifts from landing on the mat to embracing a coach, with the camera zooming in on their joyful celebration.","[3, 4, 2, 1]",False
Gfs6vK,Gfs6vK_iab.jpg,Gfs6vK_nyd.jpg,Gfs6vK_qiq.jpg,Gfs6vK_tqk.jpg,A woman is seen walking around a stage carrying a mop.,"[1, 3, 4, 2]",False
6PGDIq,6PGDIq_gbv.jpg,6PGDIq_mcz.jpg,6PGDIq_tho.jpg,6PGDIq_vab.jpg, a dog runs onto grass.,"[4, 1, 3, 2]",False
LDEuPY,LDEuPY_dvp.jpg,LDEuPY_mtt.jpg,LDEuPY_ncs.jpg,LDEuPY_vjx.jpg, He mixes ingredients with the lemons and shakes them up in another glass.,"[1, 2, 3, 4]",True
nmNMcU,nmNMcU_hpd.jpg,nmNMcU_tsa.jpg,nmNMcU_uvo.jpg,nmNMcU_xzx.jpg," Next, the player hits another ball directly at his opponent standing opposite him.","[2, 3, 1, 4]",False
e4Iqqp,e4Iqqp_csl.jpg,e4Iqqp_dod.jpg,e4Iqqp_dwg.jpg,e4Iqqp_lgr.jpg, The woman wraps the box up in paper and pushing in the sides.,"[2, 3, 1, 4]",False
dNNK6X,dNNK6X_jwl.jpg,dNNK6X_mwd.jpg,dNNK6X_qtu.jpg,dNNK6X_ulu.jpg,"A person on a tractor moves closer to a platform where another trims a hedge, then a person on a board in the water stands up, raising the tow handle while gliding forward as the camera zooms in slightly.","[1, 2, 3, 4]",True
ITonrA,ITonrA_ayh.jpg,ITonrA_bzr.jpg,ITonrA_obv.jpg,ITonrA_tcf.jpg,"The gymnast swings upward to hang upside down on the bar, then transitions to a handstand on the balance beam, smoothly sitting down with legs raised in the air.","[2, 3, 4, 1]",False
rxcJvT,rxcJvT_beg.jpg,rxcJvT_bqk.jpg,rxcJvT_jjw.jpg,rxcJvT_xcf.jpg,"The groomer begins by washing the dog, then moves to drying it, followed by brushing, and finally trims the dog's ears.","[3, 4, 1, 2]",False
Ez3ftd,Ez3ftd_cfm.jpg,Ez3ftd_hoy.jpg,Ez3ftd_kih.jpg,Ez3ftd_pay.jpg,"The team in orange transitions from pulling the rope to lining up as the camera pans left, then the drummers progress left across the field, maintaining their synchronized formation.","[2, 3, 4, 1]",False
If0EZC,If0EZC_mme.jpg,If0EZC_wau.jpg,If0EZC_wzr.jpg,If0EZC_xor.jpg," A player take the ball on the stick and run to the goal to score, where a player scores.","[4, 2, 3, 1]",False
p3FZyy,p3FZyy_jnm.jpg,p3FZyy_kuw.jpg,p3FZyy_srk.jpg,p3FZyy_uzx.jpg,"A child jumps onto a hopscotch court, transitioning to production credits on a black screen, then ""Thanks for watching!"" appears, finally fading to a black screen.","[1, 2, 3, 4]",True
Rjk4NV,Rjk4NV_dtb.jpg,Rjk4NV_ftx.jpg,Rjk4NV_kft.jpg,Rjk4NV_lne.jpg,"The dog emerges from the bushes to join a person in the open field, then moves closer to the camera with a pink frisbee, while another frisbee is visible in the background.","[2, 1, 4, 3]",False
0GuEEc,0GuEEc_afj.jpg,0GuEEc_ioj.jpg,0GuEEc_rlp.jpg,0GuEEc_spn.jpg,"The camera zooms out, showing a tattoo artist preparing to pierce a person's lip, then tilts slightly upward as an earring appears on the person's ear, completing the piercing.","[2, 4, 3, 1]",False
g6Vd8F,g6Vd8F_bry.jpg,g6Vd8F_mpn.jpg,g6Vd8F_opy.jpg,g6Vd8F_smw.jpg,  The woman rinses a bronze platter in the narrow body of water and proceeds to place it in an orange plastic bucket.,"[1, 2, 4, 3]",False
a1gVF4,a1gVF4_chh.jpg,a1gVF4_imz.jpg,a1gVF4_ond.jpg,a1gVF4_xpw.jpg,A person is seen jumping off a diving board into a pool.,"[2, 4, 3, 1]",False
TaZxng,TaZxng_hej.jpg,TaZxng_irz.jpg,TaZxng_pwz.jpg,TaZxng_qqv.jpg,"The person begins by holding a cigarette in both hands, then raises it closer to the camera while maintaining eye contact, and finally lowers it as they continue to engage.","[1, 3, 2, 4]",False
vjj01Q,vjj01Q_ffk.jpg,vjj01Q_kmx.jpg,vjj01Q_sfs.jpg,vjj01Q_slh.jpg,"The musician begins to play the violin, then shifts to a focused stance while performing, and finally lowers the instrument to rest at his side.","[1, 2, 3, 4]",True
LxNOsg,LxNOsg_bal.jpg,LxNOsg_bwq.jpg,LxNOsg_pmm.jpg,LxNOsg_uda.jpg,"A skier tumbles into the snow and then flips upside down in mid-air, followed by another skier carving through a snowy landscape, sharply turning right as the camera zooms in.","[4, 3, 1, 2]",False
ivLQUu,ivLQUu_aph.jpg,ivLQUu_igj.jpg,ivLQUu_lho.jpg,ivLQUu_phy.jpg,"The person begins to paint the wall, then moves further along as they continue applying paint, gradually covering more area.","[1, 2, 3, 4]",True
f7tk4c,f7tk4c_mbo.jpg,f7tk4c_nom.jpg,f7tk4c_wvv.jpg,f7tk4c_xhb.jpg, He mounts a saddle onto the horse.,"[2, 3, 4, 1]",False
UsgowR,UsgowR_buc.jpg,UsgowR_koe.jpg,UsgowR_ofn.jpg,UsgowR_tvu.jpg,  A plastic seat is inflated then a board is put into the water.,"[2, 4, 1, 3]",False
OT7UXX,OT7UXX_ets.jpg,OT7UXX_iys.jpg,OT7UXX_jqo.jpg,OT7UXX_qye.jpg, The boy then begins running down the court on the stilts.,"[3, 1, 2, 4]",False
w4OtSw,w4OtSw_dck.jpg,w4OtSw_mdf.jpg,w4OtSw_oob.jpg,w4OtSw_trh.jpg,The camel then lifts up and begins walking throughout the desert towards a group of kids and cars.,"[2, 1, 3, 4]",False
JBIZcc,JBIZcc_eaw.jpg,JBIZcc_hod.jpg,JBIZcc_pbe.jpg,JBIZcc_yqp.jpg,"The mascot enters from the left as cheerleaders lift teammates into a pyramid, then the camera pans to an athlete exiting the frame before focusing on flags fluttering in the sky.","[1, 4, 3, 2]",False
ovDKZz,ovDKZz_hgq.jpg,ovDKZz_ken.jpg,ovDKZz_mdx.jpg,ovDKZz_tfh.jpg,"The person on water skis turns left as a jet ski approaches from the right, then the camera zooms out, showing the skier being towed into the distance behind a boat.","[4, 3, 2, 1]",False
QE207r,QE207r_aur.jpg,QE207r_elf.jpg,QE207r_iwd.jpg,QE207r_zns.jpg, In the end a girl does a handstand and dives backwards into the pool.,"[1, 2, 3, 4]",True
6rszZh,6rszZh_arv.jpg,6rszZh_fih.jpg,6rszZh_jmn.jpg,6rszZh_kwx.jpg,"The vinyl floor roller exits as the person kneels to apply adhesive on the kitchen floor, then the yellow bucket moves forward and rotates slightly as the person shifts from kneeling to sitting back on the tiles.","[2, 1, 3, 4]",False
CwKNYh,CwKNYh_jgt.jpg,CwKNYh_jmy.jpg,CwKNYh_kci.jpg,CwKNYh_vvy.jpg,"The bowl of lemon juice exits as the pot with a spatula enters from the right, then the pot of boiling pasta exits, and the pan with sautéed onions and added flour enters from the left.","[2, 4, 1, 3]",False
zS1Rr0,zS1Rr0_cba.jpg,zS1Rr0_kty.jpg,zS1Rr0_pob.jpg,zS1Rr0_sms.jpg,"The gymnast lowers her arms and turns left, walking across the beam, then flips mid-air above the beam, landing confidently with arms raised.","[2, 4, 3, 1]",False
acaNQT,acaNQT_bib.jpg,acaNQT_dvi.jpg,acaNQT_eeo.jpg,acaNQT_oec.jpg,"The hand places bacon onto the bread, then adds lettuce on top, follows with a tomato slice, and finally cuts the sandwich in half.","[4, 3, 1, 2]",False
z3vgnJ,z3vgnJ_fnf.jpg,z3vgnJ_knx.jpg,z3vgnJ_lgm.jpg,z3vgnJ_sna.jpg,"The spatula presses down on the meat slices on the griddle, then shifts to a person manipulating an object on a plate, which ignites, producing a central flame.","[4, 2, 1, 3]",False
bnzHAT,bnzHAT_iho.jpg,bnzHAT_pfd.jpg,bnzHAT_spk.jpg,bnzHAT_uth.jpg,"The snowboarder begins on a snow ramp, then moves down the slope, transitions to a standing position, and finally carves smoothly across the snow.","[4, 2, 1, 3]",False
jG2ORQ,jG2ORQ_lqh.jpg,jG2ORQ_pyx.jpg,jG2ORQ_qoj.jpg,jG2ORQ_xma.jpg,"The man decorates the Christmas tree with beaded garland, then shows the materials needed, and finally invites viewers to visit the website for more holiday tips.","[4, 3, 2, 1]",False
YYvju8,YYvju8_kfr.jpg,YYvju8_ofs.jpg,YYvju8_pac.jpg,YYvju8_sqg.jpg,"The climber ascends the stone wall as the camera tilts upward, then the scene shifts to another climber scaling a rock face before transitioning to a group relaxing in a vehicle on a road.","[4, 2, 1, 3]",False
IFE3dJ,IFE3dJ_dht.jpg,IFE3dJ_kfc.jpg,IFE3dJ_ste.jpg,IFE3dJ_zyg.jpg,"The hands begin to add yellow details to the cake, then roll and shape colored fondant, followed by placing a pink figure on top, and finally drawing with a marker.","[3, 2, 1, 4]",False
EZwtwQ,EZwtwQ_cez.jpg,EZwtwQ_npc.jpg,EZwtwQ_stg.jpg,EZwtwQ_yzx.jpg,A large pool is seen followed by a person walking in and falling off a board.,"[4, 1, 3, 2]",False
7gjwqt,7gjwqt_ivo.jpg,7gjwqt_pxh.jpg,7gjwqt_qvf.jpg,7gjwqt_xso.jpg, Another man in a black shirt runs towards the man in the orange shirt.,"[2, 4, 1, 3]",False
ieaKcE,ieaKcE_daf.jpg,ieaKcE_mwe.jpg,ieaKcE_odt.jpg,ieaKcE_spw.jpg,She then picks up a bag and walks away.,"[2, 1, 3, 4]",False
UUgso3,UUgso3_lje.jpg,UUgso3_ntx.jpg,UUgso3_paf.jpg,UUgso3_qgd.jpg,A large wave is crashing toward the shore.,"[4, 1, 3, 2]",False
050Y7Q,050Y7Q_gam.jpg,050Y7Q_upj.jpg,050Y7Q_xjp.jpg,050Y7Q_xtm.jpg,"The group smiles together after rafting as the camera zooms in, then the green raft moves downstream with paddlers in yellow helmets, rotating slightly counter-clockwise while the camera zooms out.","[1, 4, 2, 3]",False
JnSYK0,JnSYK0_ahv.jpg,JnSYK0_bsc.jpg,JnSYK0_kdz.jpg,JnSYK0_uhl.jpg,"A worker installs shingles on the roof, and the camera shifts to show a parked truck, then a person approaches a tree with a leaf blower, maneuvering it around the base to clear fallen leaves.","[1, 3, 4, 2]",False
h1SmLl,h1SmLl_bui.jpg,h1SmLl_nrm.jpg,h1SmLl_tew.jpg,h1SmLl_thy.jpg,"A turkey moves left across the field as the camera tilts down, then swirling leaves settle to form a thick layer on the ground as the scene brightens.","[3, 2, 4, 1]",False
E4uq4S,E4uq4S_eir.jpg,E4uq4S_kff.jpg,E4uq4S_muy.jpg,E4uq4S_vsy.jpg,"The chef begins by squeezing mayonnaise onto bread, then moves to fry an egg, and finally layers ham and arugula onto the sandwich.","[4, 3, 2, 1]",False
Gumnoe,Gumnoe_cpd.jpg,Gumnoe_fgz.jpg,Gumnoe_jbr.jpg,Gumnoe_omq.jpg,"A cat's paw transitions from being held in a towel to being gently inspected, while a dog moves closer to a person's face, resulting in a playful interaction with a slight camera zoom.","[1, 2, 4, 3]",False
3fG7SR,3fG7SR_jkk.jpg,3fG7SR_jmi.jpg,3fG7SR_lim.jpg,3fG7SR_wpd.jpg, The man then sharpens an object on a board and finishes by brushing off the board.,"[2, 3, 4, 1]",False
Ao8dqI,Ao8dqI_jct.jpg,Ao8dqI_jsa.jpg,Ao8dqI_kub.jpg,Ao8dqI_rnu.jpg, The camera goes underwater next to the canoe.,"[2, 1, 4, 3]",False
gu67hV,gu67hV_dvh.jpg,gu67hV_egy.jpg,gu67hV_jqg.jpg,gu67hV_nce.jpg,"A hand tightens the car wheel lug nuts as the camera zooms in, then the bicycle frame exits, and the text ""Tool kit"" appears with a zoom on the text.","[3, 1, 2, 4]",False
CUp1Or,CUp1Or_bua.jpg,CUp1Or_gbq.jpg,CUp1Or_nie.jpg,CUp1Or_wlz.jpg,"The curling iron moves downward from above the head to chest level, then hair strands separate as hands shift outward to start weaving a braid.","[2, 4, 1, 3]",False
fYXUH3,fYXUH3_aks.jpg,fYXUH3_gnt.jpg,fYXUH3_nex.jpg,fYXUH3_opp.jpg,"The dancers move into a tight embrace, transitioning to a connected pose, then shift into a dynamic position, moving slightly right as the camera pans left.","[1, 2, 3, 4]",True
2vJI3y,2vJI3y_qie.jpg,2vJI3y_rxp.jpg,2vJI3y_ysg.jpg,2vJI3y_yzu.jpg,"The scene opens with a view heading to the back side, then shows skiers moving down the slope, followed by a downhill view of the mountains, and finally closes with a skier approaching the trees.","[1, 3, 4, 2]",False
cKMlr5,cKMlr5_bug.jpg,cKMlr5_fuf.jpg,cKMlr5_hlz.jpg,cKMlr5_vft.jpg,"The climber balances on the slackline, leans toward the rock face, then ascends, raising his left hand as the camera zooms in on his back.","[1, 2, 4, 3]",False
TZSGD9,TZSGD9_elw.jpg,TZSGD9_imy.jpg,TZSGD9_nod.jpg,TZSGD9_pzz.jpg,"Leaves swirl and settle, forming a thick layer on the ground as the camera zooms out; then, a leaf blower pushes them into a pile, and the camera pans right, revealing a cleared area with scattered leaves.","[2, 3, 1, 4]",False
SYE2d0,SYE2d0_kpo.jpg,SYE2d0_mah.jpg,SYE2d0_qvy.jpg,SYE2d0_rtt.jpg,"The person lays out vinyl sheets on the floor, then measures and cuts a piece, follows with a 100lb vinyl floor roller, and finally rolls the floor for adhesion.","[1, 2, 3, 4]",True
eICHTi,eICHTi_ewr.jpg,eICHTi_hse.jpg,eICHTi_nrw.jpg,eICHTi_wxg.jpg," Henry, the guy dressed in the white shirt is showing how high he can jump with the stilts and perform stunts.","[4, 3, 1, 2]",False
xcOvRh,xcOvRh_ilo.jpg,xcOvRh_pqe.jpg,xcOvRh_tzv.jpg,xcOvRh_yja.jpg,"The child shifts from playing with crayons on the bed to sitting up and using a mirror while facing the TV; then, a contact lens is inserted, followed by the lens case moving closer to the camera, becoming the focal point.","[4, 3, 1, 2]",False
k5FCHD,k5FCHD_csz.jpg,k5FCHD_enf.jpg,k5FCHD_lai.jpg,k5FCHD_rny.jpg,"A person begins to scrape snow off the car's windshield, then moves to clear more snow from the side, and finally raises the scraper to show the progress.","[4, 1, 3, 2]",False
En9J6l,En9J6l_bpz.jpg,En9J6l_brc.jpg,En9J6l_gfe.jpg,En9J6l_iql.jpg,"The video opens with the title ""Best Wakeboard Tricks of,"" then transitions to showcase the #10 trick by Keith Lyman, followed by a wakeboarder performing on the water.","[1, 4, 3, 2]",False
L1CBFG,L1CBFG_bqc.jpg,L1CBFG_cqo.jpg,L1CBFG_nzw.jpg,L1CBFG_qiq.jpg,"A plate with bacon is moved away as a hand with bread enters, followed by cheese being placed on bread slices while meat is layered on the right, creating a towering sandwich on the countertop.","[2, 1, 4, 3]",False
nEA5IK,nEA5IK_aru.jpg,nEA5IK_bpw.jpg,nEA5IK_lyg.jpg,nEA5IK_xoi.jpg,"The pumpkin rotates slightly right as detailed carving lines emerge; then, it rotates slightly clockwise while eyes and mouth are cut out, revealing more facial features.","[1, 4, 2, 3]",False
pQhycC,pQhycC_kmz.jpg,pQhycC_pqh.jpg,pQhycC_tki.jpg,pQhycC_yml.jpg,"The chef spreads mayonnaise on bread, layers it with egg, ham, and arugula, then shifts to placing cheese and ham on another sandwich, before the camera pans to show the chef smiling at the camera.","[2, 4, 3, 1]",False
1jobHC,1jobHC_dxo.jpg,1jobHC_fni.jpg,1jobHC_kxo.jpg,1jobHC_ltv.jpg,"The batter is poured into the cake pan, then spread evenly before being placed in the oven, where a toothpick is carefully inserted to check for doneness.","[1, 2, 3, 4]",True
jy4l0k,jy4l0k_bsh.jpg,jy4l0k_ufw.jpg,jy4l0k_vqh.jpg,jy4l0k_wex.jpg,"The cheerleaders transition from mid-air stunts to a synchronized line, then shift to a dynamic routine with a cheerleader elevated into an aerial stunt as the camera zooms in.","[3, 4, 1, 2]",False
RYGWiU,RYGWiU_iuy.jpg,RYGWiU_krl.jpg,RYGWiU_pxo.jpg,RYGWiU_ufj.jpg,A group of men are running across a gym.,"[1, 3, 4, 2]",False
30Fmb0,30Fmb0_byd.jpg,30Fmb0_kau.jpg,30Fmb0_ote.jpg,30Fmb0_qeq.jpg,"The kite ascends and tilts upward against the sky, followed by the skier transitioning from a descent to a crouched turn as the camera shifts left, revealing the ski lift ahead.","[2, 4, 1, 3]",False
BeU3Ae,BeU3Ae_bbc.jpg,BeU3Ae_ktd.jpg,BeU3Ae_nkh.jpg,BeU3Ae_vis.jpg,"The camera zooms out from the tire on the ground to reveal a woman inspecting it, then shifts to a person using a jack to lift the car and removing the tire, moving from left to right.","[2, 3, 1, 4]",False
Rs40CJ,Rs40CJ_dhv.jpg,Rs40CJ_fbx.jpg,Rs40CJ_mim.jpg,Rs40CJ_zba.jpg,"A person transitions from sitting to a close-up of sharpening wood with a tool, then shifts to brushing a shoe, followed by holding it over paper while spraying dye.","[2, 1, 3, 4]",False
ZYR4Sk,ZYR4Sk_fjg.jpg,ZYR4Sk_oah.jpg,ZYR4Sk_vaa.jpg,ZYR4Sk_wdj.jpg,"Leaves swirl and settle, revealing a white surface beneath, as a camera pans to a worker smoothing plaster on a wall with a sponge.","[4, 2, 1, 3]",False
WDdrun,WDdrun_iqj.jpg,WDdrun_pif.jpg,WDdrun_pzi.jpg,WDdrun_suk.jpg,"The man transitions from holding tools to trimming grass along the edge, while another person works on a carpet before a message appears, urging viewers to subscribe on YouTube.","[1, 2, 3, 4]",True
